Question,Answer,Category
ال+ ضعط كان 160 - 90 و ال+ كولسترول 238 و ال+ دهون ال+ ثلاثي +ة 263 عمري 34 سن +ة و+ لم اعني من شي قبل ذلك تم أخذ أدوي +ة ل+ ال+ ضغط و ال+ دهون أسبوع و+ بعد إعاد +ة ال+ كشف ال+ ضغط . .,ننصح ب+ ال+ متابع +ة مع طبيب +ك ل+ ال+ تحقق من مستوي +ات ال+ ضغط عد +ة مر +ات أول +ا,أمراض القلب و الشرايين
سبب اشتشارتي دكتور +ي مسافر وضع +ت 4 نقط خروع جو عين +ي علي فتر +ات مش متباعد +ة اوي مع ال+ علم +كن +ت ب+ شعر ان ال+ رؤيا و+ ضح +ت مع ال+ استعمال م أكثر من ال+ أول و+ علم +ت ان خطء . .,علي +ك ب+ غسل ال+ عين ب+ ال+ ماء ال+ بارد و+ عدم تكرار وضع ال+ زيت في ال+ عين,امراض العيون
حبوب ال+ كولاج +ين ال+ أمريكي +ة فيتامين سي توخذ بعد ال+ أكل أو على معد +ة فارغ +ة,ال+ سلام علي +كم أخت +ي ال+ عزيز +ة تؤخد علي معد +ة فارغ +ة و+ يفضل بعد آخر وجب +ة و+ لكن يجب مرور 3 ساع +ات علي ال+ أقل . . ل+ ضمان ان تكون ال+ معد +ة خالي +ة تمام +ا و+ يفضل عدم ال+ أكل بعد +ها حتي ال+ يوم ال+ تالي,علم الصيدلة
ابني ينزل من +ه دم في ال+ بول بعدما يصيب +ه التهاب ال+ حلق طبيب ال+ كلى قال ممكن يكون اجسام مضاد +ه ايج أي هل ل+ هذا ال+ مرض علاج أو هل ممكن يشفى ل+ وحد +ه و+ ماهي أفضل . .,أفضل طريق +ه هي معالج +ة التهاب ال+ حلق نهائي +ا . . ب+ ال+ نسبه ل+ ال+ بول ف+ إن +ه يجب عمل تحليل مخبر +ي و+ زراع +ه ل+ ال+ بول . .,أمراض المسالك البولية والتناسلية
اعاني من خروج لين في ال+ صباح مر +ت +ين أو ثلاث تم اجراء تحليل ل+ ال+ براز وجد زحال   و متحول ل+ ال+ قولون   تم أخذ فاسيج +ين عيار 500 ثلاث +ة أيام تحسن ال+ خروج و+ لكن . .,ينصح ب+ عمل سونار على ال+ بطن,أمراض الجهاز الهضمي
أنا فتا +ة عمري 22 سن +ة و+ اعاني من وجود تجاعيد ب+ وجهي خاص +ة حول ال+ عين +ين و+ في ال+ يد +ين و+ بشر +ة وجه +ي غير مشرق +ة و+ صافي +ة ، ، ماالحلول ال+ مناسب +ة ل+ ال+ تخلص من +ها ؟ ؟ أريد كريم +ات و+ خلط +ات ةطرق ل+ ال+ عناي +ة ال+ مثلى . .,أفضل طريق +ة ل+ ال+ تخلص من ال+ تجاعيد هي ال+ حقن ب+ ال+ بوتكس أو ال+ شد ال+ جراحي و+ لكن يمكن دهان ال+ وجه ب+ عصير ال+ أناناس ل+ تقوي +ة بشر +ة ال+ وجه ، استخدام مساحيق تحتوي على ال+ جزر ، غسل ال+ وجه ب+ منقوع ال+ بقدونس ال+ مغلي مر +ت +ين يومي +ا ، دهن ال+ وجه ب+ عصير ال+ خيار ال+ طازج في ال+ مساء و+ يترك حتى ال+ صباح هناك ال+ عديد من ال+ أسباب ل+ ظهور ال+ تجاعيد مبكر +ا و+ ال+ مدهش في ال+ أمر أن +ها تتطور دون أن نشعر ب+ +ها و+ ل+ هذا ف+ من ال+ أفضل أن نعمل على منع +ها قبل ظهور +ها . تعد أشع +ة ال+ شمس ال+ مساهم ال+ أكبر في ظهور تجاعيد ال+ عين   مهما كان عمر +ك يمكن +ك ال+ بدء ب+ استعمال كريم ال+ وقاي +ة من ال+ شمس ل+ إبعاد و+ إبطاء ال+ تجاعيد و+ إيقاف ال+ تجاعيد ال+ حالي +ة من ال+ تطور ل+ ال+ اسوأ من ال+ أسباب ال+ أخرى ل+ ظهور تجاعيد ال+ عين ال+ بشر +ة ال+ جاف +ة     يساهم ال+ إجهاد أيض +ا في ظهور ال+ تجاعيد و+ قد يكون ال+ إجهاد ناجماعن ال+ تدخين ، أوأ قل +ة ال+ نوم أو ال+ نوم ل+ فتر +ات قصير +ة أو أسلوب ال+ حيا +ة ال+ سريع ل+ خطوط و+ تجاعيد بارز +ة ! تلعب ال+ حمي +ة ال+ غذائي +ة دور +ا أيض +ا في ال+ تجاعيد لقد أظهر +ت ال+ دراس +ات و+ أكد +ت ب+ أن تناول ال+ سكر ضار جد +ا ب+ ال+ صح +ة خصوص +ا ل+ محيط ال+ خصر كما أن +ه يسبب بلاد +ة ال+ بشر +ة و+ ظهور ال+ تجاعيد ال+ مبكر +ة هذا ل+ أن ال+ سكر يدمر ال+ كولاج +ين ال+ ماد +ة ال+ أساسي +ة في ال+ بشر +ة إذا +كن +ت ترغب +ين في تقليل هذه ال+ تجاعيد ف+ ملعق +ة سكر واحد +ة صغير +ة كافي +ة ل+ هذا ال+ يوم . هناك قائم +ة طويل +ة ب+ ال+ أطعم +ة التي تضر ال+ بشر +ة و+ ال+ صح +ة مثل ال+ أطعم +ة ال+ سريع +ة و+ ال+ مقلي +ة و+ ال+ معلب +ات التي تفتقد ل+ ال+ مغذي +ات و+ ال+ عناصر ال+ غذائي +ة ال+ ضروري +ة التي تحتوي علي +ها بينما ال+ خضار و+ ال+ فواكه ال+ طازج +ة التي توفر مضاد +ات ال+ أكسد +ة تساعد على تقليل ال+ تجاعيد و+ ال+ خطوط ال+ رفيع +ة ال+ موجود +ة حول ال+ عيون و+ لا ننسى عملي +ة ال+ شيخوخ +ة التي تساهم في ظهور خطوط ال+ ضحك و+ أرجل ال+ غراب حول ال+ عين و+ مع ال+ تقدم في ال+ سن تصبح ال+ بشر +ة أقل تماسك +ا و+ يتفكك ال+ كولاج +ين و+ يمكنك ال+ حفاظ على تماسك ال+ بشر +ة ب+ استعمال كريم ذو جود +ة عالي +ة ل+ محيط ال+ عين . و+ هذه كريم +ات مفيد +ة جد +ا في إزال +ة ال+ جاعيد و+ ال+ خطوط ال+ صغير +ة و+ ال+ هال +ات ال+ سمراء و+ ال+ إنتفاخ حول ال+ عين  Absolue Yeux Cream from LANCOME  Eye Patch Cream from CHANEL  All about Eye Cream from CLINIQUE,البشرة والجمال
كيف اتخلص من ال+ كرش مع ال+ علم انني ولد +ت طفلي قبل 10 شهور,عملي +ة انقاص ال+ وزن تكون ب+ ال+ إساس مبني +ة على ثلاث +ة محاور . . أول +ها و+ أهم +ها هي تنظيم ال+ أكل ب+ ال+ كمي +ة و+ ال+ نوع و+ ال+ توقيت حيث تنقسم ال+ وجب +ات الى 3 و+ جبا +ت أساسي +ة و 2 خفيف +ة و+ لا تتجاوز ال+ مد +ة ما بين كل وجب +ة و+ وجب +ة ال+ ساع +ت +ين و+ ال+ نصف الى 3 ساع +ات . . ثاني +ا ممارس +ة ال+ نشاط ال+ رياضي ب+ إعتدال و+ ب+ شكل يوم +ي . . و+ في ال+ مرتب +ة ال+ ثالث +ة إمكاني +ة استخدام بعض أنواع ال+ فيتامين +ات في حال +ة ال+ رضاع +ة و+ يجب أستشارة طبيب +ت +ك ال+ مختص +ة,تغذية
"ال+ سلام علي +كم و+ ال+ رحمه تعرف +ت على شاب أجنبي ماليزي ال+ جنسي +ة و+ لكن ال+ اغلبيه هنا يتحدث +ون عن كون +ه شاذ جنسي +ا و+ هذا ال+ أمر يضايقني , كيف اعلم ب+ أن +ه شاذ ام لا ؟ ؟ أرجو ال+ رد . .",اذ +ا كان شاذ ف+ س+ يكون اهتمام +ه ب+ ال+ نساء أقل أو مثل اهتمام +ه ب+ ال+ رجال,الصحة النفسية
أنا عصب +ت و+ من بعد مرور يوم كامل احس ب+ برود +ة أطراف و+ ارتجاف ف+ ال+ ارجل و+ ال+ يد +ين من منطق +ة ال+ كتف ل+ ال+ كوع و+ ال+ ارجل منطق +ة ال+ فخذ و+ غثيان مع صداع و+ تعب جسد +ي شديد ل+ درج +ة صعب أمشي و+ احس . .,ماتعانين من +ه هى أعراض نفسوجسمية نتيج +ة ل+ ال+ توتر و+ ال+ فق ال+ شديد ينصح ب+ ال+ علاج ب+ مضاد +ات ال+ اكتئاب و+ مضاد +ات ال+ توتر و+ ال+ قلق مع منظم ل+ ال+ نوم و+ ال+ علاج ال+ نفسي ال+ سلوكى و+ ال+ معرفى و+ ال+ جماعى,الأمراض العصبية
هل concerts 36mg ل+ +ه تأثير على ال+ حال +ة ال+ جنسي +ة في ال+ مستقبل و+ ما هي ال+ فتر +ة ال+ زمني +ة التي يمكن تناول ال+ عقار في +ها دون حدوث أي مضاعف +ات ؟ مع ال+ علم ان عمر ال+ مريض شاب 15 عام . .,من أعراض ال+ علاج ال+ جانبي +ة : صداع ، أضطرابات في ال+ نوم ، عصبي +ة فقدان ال+ شهي +ة ، غثيان و - أو تقيؤ ، ألم في ال+ بطن ، فقدان ال+ وزن عدوى فيروسي +ة ( خاص +ة في ال+ أطفال ) عر +ة ( حرك +ة متكرر +ة غير نتناسقة ) دوار لا يصرف ال+ علاج إلا ب+ وصف +ة طبيب مختص و لا ينصح ب+ استخدام +ه ل+ فتر +ات طويل +ة .,الصحة الجنسية
أنا حامل في ال+ شهر ال+ تالت و+ عمد +ة ب+ لغم في زورى و+ قافل صدرى ل+ درج +ة أن ساع +ات مش ب+ عرف اتنفس وبيخلينى ارجع أي ال+ حل,خذي علاج طارد ال+ بلغم,أمراض نسائية
نقل أو شد في ال+ بطن في نص ال+ شهر ال+ خامس فضل يوم +ين و+ اختفي ممكن أعرف سبب +ه,ممكن مع ال+ تعب حصل ذلك . . و+ طالما انتهى ف+ هو غير مهم . و+ اذ +ا عاد راجع +ي,أمراض نسائية
ال+ سلام عليكماعاني من حال +ة كثر +ة ال+ بصاق ليل +ا ل+ درج +ة انني لا أستطيع ال+ نوم كلما احاول ال+ استلقاء يجب ان ابصق و ال+ بصاق أبيض شفاف و+ اشعر ان ال+ مشكل +ة في ال+ صدر ف+ ما ال+ سبب و+ ال+ حل . .,لا بد من فحص ال+ طبيب ل+ ال+ تأكد من وجود سبب أو عدم وجود سبب عضو +ي,الصحة النفسية
والد +ت +ي تعاني منذ أسبوع تقريب +ا من كح +ة مستمر +ة ز صداع في رأس +ها مع دوخ +ه,كم ال+ عمرهل هناك ارتفاع في حرار +ة ال+ جسمهل هناك ب+ لغم مع ال+ كحةهل هناك أحد آخر منمن حول +ها يعاني من كح +ة و+ أعراض مشابه +ة ؟,الطب العام
أريد اسال عن هذا ال+ دواء ، أنا استخدم +ه مر +ه كل شهر في فتر +ة ال+ طمث ، هل هذا سوف يضرني ف ال+ مستقبل و+ لا ؟ لان سمع +ت ال+ اغلب يقول +ون مضر,مر +ة في ال+ شهر لا يضر,أمراض نسائية
لماذا يخرج من +ي دم بعد ال+ جماع و+ أنا صارلي 3 أيام بعد انتهاء ال+ دور +ة هي أول مر +ا تجيني بعد ال+ زواج صارلي 25 متزوج,قد يكون هناك جرح في ال+ مهبل ، أو بقي +ة ال+ دور +ة ، إذا استمر +ت راجع +ي اختصاصي -  +ة نسائي +ة,الصحة الجنسية
أخذ +ت حب +ه منع ال+ حمل نيوفيلا و+ لم تنزل ال+ دوره آخر دور +ه شهري +ه لي كان +ت 6 - 8 و الي الان لم تنزل و عند +ي الم ب+ ال+ ثدي,انتظر +ي . .,أمراض نسائية
ال+ سلام علي +كم يومزفافي 0882015 و+ دور +ت +ي ال+ شهري +ة يوم 0982015 كيف أستطيع أن أاخر +ها أوأقدمها مع ال+ علم ان ال+ دور +ة تدوم 28 يوم شكر +ا,ال+ أفضل ان تؤخري زواج +ك الي بعد انتهاء ال+ دور +ة و+ الف مبروك,صحة المرأة
أريد علاج ل+ وسواس ال+ موت و+ ال+ خوف من +ه و+ نوب +ات ال+ هلع وان اصابني اي ايوجع اتو +هم +ان +ي سوف امو +ت و+ أنا أعرف +ان +ي لن امو +ت و+ لكن عقلي و+ قلب +ي لايصدقاني و+ ابدأ ب+ لخوف و+ لا أجد حيا +ت +ي . .,هذا يتطلب تقييم ال+ طبيب ال+ نفساني ثم ال+ علاج,الصحة النفسية
عدم ال+ رغب +ة في ال+ أكل و+ إحساس ب+ حرقان في ال+ معد +ة و+ ال+ أم خفيف +ة في ال+ معد +ة و+ قل +ة ال+ ذهاب ل+ ال+ حمام ل+ أكثر من عشر +ة أيام هل هي جرثوم +ة ال+ معد +ة و+ ماهو ال+ علاج و+ شكر +ا,عدم ال+ تبرز يمكن ان يكون سبب +ه قل +ة تناول ال+ طعام أو قل +ة ال+ ألياف في ال+ طعام و+ قل +ة تناول ال+ ماء لذا يجب تناول ال+ كثير من ال+ ألياف مثل ال+ خضار و+ ال+ فاكه +ة و+ تناول ال+ كثير من ال+ ماء على ال+ أقل 8 اكواب يومي +ا و+ يجب اجراء فحص ال+ جرثوم +ة ال+ حلزوني +ة و+ اعلام +نا ب+ ال+ نتيج +ة,أمراض الجهاز الهضمي
اعاني من ال+ أم في ال+ مفاصل مع تكرر ال+ أم ال+ حلق ، كما احس ب+ ارهاق دائم و+ بدأ نظر +ي يضعف مؤخر +ا . ما ال+ علاج ال+ مناسب ؟,راجع طبيب ال+ أسر +ة و+ اسرد علي +ه هذه ال+ سير +ة و+ هو ب+ ال+ تأكيد سيرشدك ل+ ال+ طريق ال+ صحيح,أمراض العضلات والعظام و المفاصل
ال+ سلام علي +كم أنا استخدم حبوب مارفيلون إذا خلص ال+ شريط و+ حصل جماع قبل نزول ال+ دور +ة هل من ال+ ممكن يحصل حمل !,إن حبوب مارفيلون تحتوي على 28 حب +ة : من +ها 21 حب +ة في +ها ال+ ماد +ة ال+ فعال +ة ديسوجيستريل و إيثنيل أستراديول ، و 7 حب +ات لا تحتوي على أي ماد +ة فعال +ة . في حال ال+ التزام ب+ ال+ حبوب و+ عدم نسيان +ها أو تأخير +ها ف+ من غير ال+ مرجح حدوث حمل . يجب استخدام حب +ة واحد +ة يومي +ا في نفس ال+ وقت . خلال فتر +ة آخر 7 حب +ات س+ يكون ل+ ديك نزيف ال+ دور +ة ال+ شهري +ة ، غالب +ا بعد 2 - 3 أيام من آخر حب +ة تحتوي ال+ ماد +ة ال+ فعال +ة أي بعد انتهاء ال 21 حب +ة ب+ يوم +ين . و+ من ال+ جدير ب+ ال+ ذكر أن +ه يجب علي +ك ال+ بدء في أخذ ال+ علب +ة ال+ جديد +ة مباشر +ة بعد آخر حب +ة لا تحتوي على ال+ ماد +ة ال+ فعال +ة ، حتى إذا استمر +ت ال+ دور +ة ال+ شهري +ة . هذا يعني أن +ك ستبدأين دائم +ا علب +ة جديد +ة في نفس ال+ يوم من ال+ أسبوع . يجب استعمال حبوب مارفيلون تحت استشار +ة ال+ طبيب ال+ مختص . ال+ مرجع : Marvelon,أمراض نسائية
نزل مع +ي شوي دم و+ أنا استخدم لصق +ة منع ال+ حمل هل ذي دور +ه و+ هل اشيل ال+ لصقه والا علم +ا +ان +ي أخذ +ت ال+ لقاح أمس و+ نزل ال+ دم ال+ يوم,هذا ب+ سبب ال+ لقاح,أمراض نسائية
هل ال+ حيض يؤثر على نتائج ال+ غد +ة ؟ حيث أن قم +ت ب+ +ه قبل موعد ال+ حيض ب+ يوم و+ ظهر خمول فTSHو معدل طبيعي ل+ هرمون +ات ال+ غد +ة ، بعد سن +ه أجري +ت ال+ تحليل ثاني +ه بعد ال+ حيض ب 3 أيام ظهر خمول فTSH . .,اضطراب ال+ غد +ة ال+ درقي +ة يكون إحدى أكثر ال+ أسباب ال+ مؤدي +ة إلى اضطراب ال+ طمث,أمراض الغدد الصماء
أعان +ي من سرع +ة ال+ قذف أثناء ال+ ممارسه هل يوجد علاج ل+ هذه ال+ حاله,ل+ علاج سرع +ة ال+ قذف علي +ك ممارس +ة تمارين كيغل ل+ تقوي +ة عضل +ات ال+ حوض التي تتحكم ب+ ال+ قذف و+ سوف تحتاج إلى ال+ قيام ب+ +ها ل+ مد +ة ثلاث +ة أشهر ب+ شكل مكثف من أجل ال+ حصول على ال+ كثير من ال+ تحسن . و+ هذه محاول +ة ل+ ال+ بداي +ة : 1 - تشديد ال+ عضل +ات على حاف +ة ال+ جزء ال+ سفلي من ال+ جسم - كما لو +كن +ت تحاول جاهد +ا ل+ وقف نفس +ك عن ال+ تبول 2 - حافظ على هذا ال+ انكماش ل+ مد +ة 10 ثواني 3 - ال+ استرخاء ل+ مد +ة 10 ثواني 4 - ال+ انكماش مر +ة أخرى ل+ مد +ة 10 ثواني 5 - تواصل ال+ انكماش و+ ال+ استرخاء مثل هذا ل+ كامل مد +ة خمس دقائق 6 - كرر أربع مر +ات يومي +ا,الصحة الجنسية
ينتابني أحيان +ا ال+ صداع ال+ نصفي ال+ معروف ب+ ال+ شقيق +ة,قد تشترك عد +ة أسباب في إثار +ة ال+ شقيق +ة مثل : ال+ تفاعل +ات ال+ آرجي +ة ، ال+ ضوء ال+ لامع و+ ال+ أصوات ال+ مزعج +ة و+ ال+ روائح ، ال+ ضغط ال+ نفسي و+ ال+ إجهاد ال+ جسمي ، تغيير نظام ال+ نوم ، ال+ تدخين ، ال+ كحول و+ ال+ قهو +ة ، حبوب منع ال+ حمل و+ تغير +ات ال+ دور +ة ال+ شهري +ة ، ال+ أغذي +ة ال+ محتوي +ة على ال+ تيرام +ين مثل ال+ نبيذ ال+ أحمر و+ ال+ جبن +ة ال+ معتق +ة و+ ال+ سمك ال+ مدخن ، و+ كبد الدجاح ، و+ ال+ تين و+ ل+ نقانق و+ ال+ سلامي و+ ال+ لحم ال+ مدخن ، و+ أغذي +ة أخرى مثل ال+ شوكولات +ة و+ ال+ فستق و+ ال+ موز و+ ال+ أفوكاتو و+ ال+ ليم +ون و+ ال+ بصل و+ ال+ ألب +ات و+ غير +ها ! كما قد يكون تغيير ال+ طقس سبب +ا في بدء ال+ شقيق +ة . راجع شقيق +ة في ال+ قاموس .,الأمراض العصبية
ال+ سلام علي +كم احس ب+ حريق اتناء ال+ تبول مند ليل +ة ال+ دخل +ة التي مر علي +ها ايبوع,هذه التهاب +ات شهر ال+ عسل و+ ب+ حاج +ة ل+ علاج,أمراض نسائية
ابني عند +ه حوالي 13 سن +ه كان ب+ يقوم من نوم +ه علي عرق غزير و+ ضرب +ات قلب سريع +ه عمل +ت فحوص +ات قلب طلع +ت كويس +ه بس ال+ سكر ال+ تراكمي موضح فيما بعد سوف يصاب ب+ سكر أعمل . .,ال+ سلام علي +كم يجب في ال+ بداي +ة تقليل تناول ال+ اطعم +ة التي ب+ +ها ال+ سكري +ات و+ ال+ دهون ال+ مشبع +ة و+ ال+ نشوي +ات و+ تناول ال+ بروتين +ات مثل ال+ حليب و+ ال+ بيض و+ ال+ لحم و+ ال+ فواكه و+ ال+ خضار ب+ شكل متوازن مع ضرور +ة ممارس +ة ال+ رياض +ة و+ اذ +ا لم تعود نسب +ة ال+ سكر الى ال+ حدود ال+ طبيعي +ة خلال فتر +ة شهر على ال+ أقل عند +ها يجب ان يبدا ب+ تناول ال+ أدوي +ة أو استخدام ال+ انسول +ين و+ حسب ال+ حال +ة مع ضرور +ة ان يتم كل ذلك تحت إشراف ال+ طبيب ال+ معالج,أمراض القلب و الشرايين
كيف هي طريق +ه حساب أيام ال+ تبويض علم +ا ب+ إن دورتي كل 23 ف ال+ شهر,ال+ يوم 14 ل+ ال+ دور +ة . و+ قبل +ها ب+ يوم +ين و+ بعد +ها ب+ يوم +ين .,أمراض نسائية
ممكن تفيدوني أنا كان عند +ي شرخ صغير بس شفي +ت من +ه و+ ال+ حمد ل+ الله بس يوجد عند +ي الم خفيف جد +ا و+ بعض ا حيان يكون قوي في فتح +ة ال+ شرج و+ اعاني من ال+ غاز +ات و+ الم خفيف . .,"يرجى تنظيم ال+ غذاء و+ ال+ اكثار من ال+ ألياف ب+ ال+ طعام و+ عدم إهمال منعكس ال+ تغوط ( ال+ رغب +ة ب+ ال+ خروج ل+ ال+ حمام ) حيث اهمال +ها أو تأجيل +ها يسبب تراكم ال+ براز ب+ ال+ مستقيم و+ يمتص من +ه ال+ ماء و+ يصبح أقسى و+ ال+ دماغ لايعود يتنبه ب+ ال+ حاج +ة ل+ ال+ تغوط الا ب+ ازدياد كمي +ة ال+ برازعن ال+ أول , عدم ال+ جلوس طويل +ا ب+ ال+ مرحاض أثناء ال+ تغوط . عدم تناول حبوب أو تحاميل أو شراب +ات ملين +ة أبد +ا ال+ افي حال +ات ضيق +ة يمكن استعمال حقن +ة شرجي +ة و+ ل+ مر +ة واحد +ة . ال+ تشجيع على تناول ال+ خبز ال+ كامل ( خبز ال+ بر ) مع ال+ رياض +ة و+ لاسيما ال+ مشي ل+ نصف ساع +ة 5 مر +ات اسبوعي +ا .",جراحة عامة
عمري 38 سن +ه و+ عند +ي أربع +ه أطفال أعان +ي منذ خمس سنو +ات و+ ب+ شكل متواصل الم ال+ بربخ و+ ال+ حبل ال+ منوي في ال+ خصي +ة ال+ يمنى و+ انسداد و+ تقطير في ال+ بول و+ حرق +ة عند ال+ قذف و+ ل+ تخيف ال+ ألم أستخدم تامسولوسين,أخ +ي ال+ عزيز - قد تحتاج الي أخذ مضاد +ات حيوي +ة ل+ مد +ة لا تقل عن شهر +ين - مع أدوي +ة مسكن +ة و+ فيتامين +ات و+ ال+ تقليل من ال+ بهار +ات و+ ال+ حوار و+ ممارس +ة رياض +ه ال+ مشي ال+ يومي علي ال+ أقل ساع +ة و و+ قد تحتاج الي عمل اشع +ه تلفزيوني +ة ل+ ال+ بروستات و+ اشع +ه ب+ ال+ صبغ +ة ل+ مجرى ال+ بول و+ إنشاء الله سوف تتحسن - تابعني لنزودك ب+ ال+ نصائح ال+ اخري,أمراض المسالك البولية والتناسلية
